,Year,Shares,Fuel,Weight (kg),Engine effect (kW),Prices (2015-DKK),key,Cost/km (DKK),Make,Fuel-size segment,kmL,Benzin,Diesel,El
1892,2018,0.000339226,Benzin,1644,81.0,181995.1076,skoda-rapid-2018-Benzin,0.494444444,skoda,BenzinSmall,21.7,1,0,0
1893,2018,0.000336994,Benzin,1800,110.0,283427.593,audi-q2-2018-Benzin,0.590306122,audi,BenzinSmall,19.6,1,0,0
1894,2018,0.000329555,Benzin,2095,110.0,298887.4755,skoda-superb-2018-Benzin,0.692814371,skoda,BenzinLarge,19.2,1,0,0
1895,2018,0.000319512,Diesel,1880,85.0,283427.593,audi-q2-2018-Diesel,0.401639344,audi,DieselSmall,24.4,0,1,0
1896,2018,0.000304634,Diesel,1900,110.0,214403.1311,ford-focus-2018-Diesel,0.372623574,ford,DieselSmall,26.3,0,1,0
1897,2018,0.000301286,Benzin,1820,88.3,195693.7378,kia-ceed-2018-Benzin,0.602604167,kia,BenzinSmall,19.2,1,0,0
1898,2018,0.000300914,Benzin,1910,96.0,269090.0196,peugeot-3008-2018-Benzin,0.535648148,peugeot,BenzinLarge,20.0,1,0,0
1899,2018,0.000297939,Diesel,2230,110.0,308248.5323,ford-kuga-2018-Diesel,0.510416667,ford,DieselLarge,19.2,0,1,0
1900,2018,0.000296079,Benzin,1600,88.3,171231.8982,kia-stonic-2018-Benzin,0.602604167,kia,BenzinSmall,20.0,1,0,0
1901,2018,0.000287152,Diesel,1801,80.0,136976.5166,dacia-duster-2018-Diesel,0.431718062,dacia,DieselSmall,22.7,0,1,0
1902,2018,0.000266694,Diesel,2250,110.0,479545.0098,volvo-xc40-2018-Diesel,0.445454545,volvo,DieselLarge,20.0,0,1,0
1903,2018,0.000259999,Benzin,1625,85.0,170157.5342,seat-arona-2018-Benzin,0.525909091,seat,BenzinSmall,20.4,1,0,0
1904,2018,0.000259999,Diesel,2184,110.0,298887.4755,skoda-superb-2018-Diesel,0.441441441,skoda,DieselLarge,22.2,0,1,0
1905,2018,0.000254792,Benzin,1900,110.0,331703.5225,skoda-karoq-2018-Benzin,0.612169312,skoda,BenzinLarge,18.9,1,0,0
1906,2018,0.000253304,Diesel,2000,100.0,288647.7495,kia-sportage-2018-Diesel,0.451612903,kia,DieselSmall,20.4,0,1,0
1907,2018,0.000252188,Benzin,2055,140.0,526966.7319,audi-a5-2018-Benzin,0.646368715,audi,BenzinLarge,17.9,1,0,0
1908,2018,0.000248468,Benzin,1965,112.0,272147.7495,volvo-v40-2018-Benzin,0.602604167,volvo,BenzinLarge,17.5,1,0,0
1909,2018,0.00023545,Benzin,2430,184.0,660472.6027,volvo-xc60-2018-Benzin,0.857037037,volvo,BenzinLarge,13.5,1,0,0
1910,2018,0.000234706,Benzin,2071,121.0,204312.1331,mazda-6-2018-Benzin,0.661142857,mazda,BenzinLarge,17.5,1,0,0
1911,2018,0.000232846,Benzin,1903,96.0,244129.1585,renault-kadjar-2018-Benzin,0.635714286,renault,BenzinLarge,18.6,1,0,0
1912,2018,0.00022987,Benzin,1790,134.0,206477.4951,honda-civic-2018-Benzin,0.705487805,honda,BenzinSmall,17.2,1,0,0
1913,2018,0.000228754,Benzin,1605,75.0,146672.2114,honda-jazz-2018-Benzin,0.590306122,honda,BenzinSmall,16.9,1,0,0
1914,2018,0.000225779,Diesel,1920,100.0,195693.7378,kia-ceed-2018-Diesel,0.3828125,kia,DieselSmall,23.8,0,1,0
1915,2018,0.000225779,Benzin,1770,92.0,215332.681,ford-ecosport-2018-Benzin,0.672674419,ford,BenzinSmall,20.8,1,0,0
1916,2018,0.000221315,Benzin,1330,44.0,93346.37965,seat-mii-2018-Benzin,0.474180328,seat,BenzinSmall,24.4,1,0,0
1917,2018,0.000206065,Benzin,2120,96.0,298424.6575,peugeot-5008-2018-Benzin,0.5785,peugeot,BenzinLarge,19.2,1,0,0
1918,2018,0.000203089,Diesel,2440,140.0,640670.2544,audi-q5-2018-Diesel,0.49,audi,DieselLarge,19.6,0,1,0
1919,2018,0.000193418,Benzin,1530,66.0,140704.501,nissan-micra-2018-Benzin,0.50969163,nissan,BenzinSmall,21.7,1,0,0
1920,2018,0.000192675,Benzin,2025,110.0,309243.6399,audi-q3-2018-Benzin,0.599481865,audi,BenzinLarge,17.2,1,0,0
1921,2018,0.000183747,Benzin,1840,81.0,211360.0783,peugeot-308-2018-Benzin,0.533179724,peugeot,BenzinLarge,22.2,1,0,0
1922,2018,0.000178912,Benzin,2190,177.0,291059.6869,ford-mondeo-2018-Benzin,0.727672956,ford,BenzinLarge,15.2,1,0,0
1923,2018,0.000173705,Diesel,2125,140.0,526966.7319,audi-a5-2018-Diesel,0.3828125,audi,DieselLarge,23.3,0,1,0
1924,2018,0.000170729,Diesel,2085,104.0,245613.5029,hyundai-tucson-2018-Diesel,0.480392157,hyundai,DieselLarge,20.4,0,1,0
1925,2018,0.000168125,Benzin,2300,223.0,766147.7495,volvo-v90-2018-Benzin,0.727672956,volvo,BenzinLarge,14.7,1,0,0
1926,2018,0.00016515,Benzin,2200,140.0,464867.9061,volvo-v60-2018-Benzin,0.684615385,volvo,BenzinLarge,16.9,1,0,0
1927,2018,0.000160314,Diesel,1680,63.0,127188.8454,ford-fiesta-2018-Diesel,0.342657343,ford,DieselSmall,28.6,0,1,0
1928,2018,0.000159942,Benzin,2060,182.0,479545.0098,volvo-xc40-2018-Benzin,0.661142857,volvo,BenzinLarge,14.1,1,0,0
1929,2018,0.000249956,El,1995,85.0,273873.7769,nissan-leaf-2018-El,0.329250635,nissan,ElSmall,270.0,0,0,1
1930,2018,0.000150271,Diesel,2349,110.0,398238.7476,skoda-kodiaq-2018-Diesel,0.49,skoda,DieselLarge,17.5,0,1,0
1931,2018,0.000135765,Diesel,1780,70.0,170157.5342,seat-arona-2018-Diesel,0.392,seat,DieselSmall,25.0,0,1,0
1932,2018,0.000130557,Diesel,2090,110.0,204312.1331,mazda-6-2018-Diesel,0.411764706,mazda,DieselLarge,19.6,0,1,0
1933,2018,0.00012907,Benzin,1870,86.0,215263.2094,mitsubishi-asx-2018-Benzin,0.661142857,mitsubishi,BenzinLarge,17.5,1,0,0
1934,2018,0.000125722,Diesel,1980,110.0,206098.8258,seat-leon-2018-Diesel,0.401639344,seat,DieselSmall,22.2,0,1,0
1935,2018,0.000125722,Diesel,2184,96.0,342367.9061,renault-talisman-2018-Diesel,0.431718062,renault,DieselLarge,22.2,0,1,0
1936,2018,0.000124234,Benzin,1800,88.3,191794.5205,hyundai-i30-2018-Benzin,0.625405405,hyundai,BenzinSmall,20.0,1,0,0
1937,2018,0.000122374,Diesel,2420,140.0,759975.5382,bmw-x3-2018-Diesel,0.471153846,bmw,DieselLarge,19.2,0,1,0
1938,2018,0.00011196,Benzin,1650,92.0,153526.4188,seat-toledo-2018-Benzin,0.533179724,seat,BenzinSmall,20.4,1,0,0
1939,2018,0.000110844,Benzin,2055,141.0,452189.8239,bmw-x2-2018-Benzin,0.684615385,bmw,BenzinLarge,19.6,1,0,0
1940,2018,0.000103776,Benzin,1920,110.0,276865.9491,seat-ateca-2018-Benzin,0.635714286,seat,BenzinLarge,18.2,1,0,0
1941,2018,0.000102289,Benzin,1440,59.0,110579.2564,fiat-panda-2018-Benzin,0.543192488,fiat,BenzinSmall,19.0,1,0,0
1942,2018,0.000100429,Diesel,2115,110.0,309243.6399,audi-q3-2018-Diesel,0.471153846,audi,DieselLarge,20.8,0,1,0
1943,2018,9.63e-05,Benzin,2025,141.0,392948.1409,bmw-x1-2018-Benzin,0.612169312,bmw,BenzinLarge,17.5,1,0,0
1944,2018,9.52e-05,Benzin,2125,108.0,293532.2896,toyota-verso-2018-Benzin,0.776510067,toyota,BenzinLarge,14.9,1,0,0
1945,2018,9.41e-05,Benzin,1580,92.0,208604.6967,audi-a1-2018-Benzin,0.486134454,audi,BenzinSmall,19.6,1,0,0
1946,2018,9.41e-05,Benzin,2100,110.0,308248.5323,ford-kuga-2018-Benzin,0.71863354,ford,BenzinLarge,16.1,1,0,0
1947,2018,9.3e-05,Benzin,1515,66.0,113504.8924,dacia-sandero-2018-Benzin,0.567156863,dacia,BenzinSmall,20.4,1,0,0
1948,2018,9.26e-05,Benzin,2400,260.0,640670.2544,audi-q5-2018-Benzin,0.797931034,audi,BenzinLarge,14.5,1,0,0
1949,2018,9.26e-05,Benzin,2314,110.0,398238.7476,skoda-kodiaq-2018-Benzin,0.727672956,skoda,BenzinLarge,15.9,1,0,0
1950,2018,9.19e-05,Diesel,2600,132.0,401164.3836,ford-galaxy-2018-Diesel,0.510416667,ford,DieselLarge,18.7,0,1,0
1951,2018,8.82e-05,Benzin,2840,404.0,2583163.405,porsche-cayenne-2018-Benzin,1.06146789,porsche,BenzinLarge,10.9,1,0,0
1952,2018,8.15e-05,Diesel,1590,66.0,140704.501,nissan-micra-2018-Diesel,0.313099042,nissan,DieselSmall,31.3,0,1,0
1953,2018,7.96e-05,Benzin,1360,52.0,109821.9178,renault-twingo-2018-Benzin,0.486134454,renault,BenzinSmall,23.8,1,0,0
1954,2018,7.89e-05,Diesel,1835,88.0,206477.4951,honda-civic-2018-Diesel,0.312101911,honda,DieselSmall,32.4,0,1,0
1955,2018,7.74e-05,Diesel,1992,85.0,331703.5225,skoda-karoq-2018-Diesel,0.431718062,skoda,DieselSmall,22.7,0,1,0
1956,2018,6.21e-05,Benzin,1782,92.0,136976.5166,dacia-duster-2018-Benzin,0.71863354,dacia,BenzinSmall,16.1,1,0,0
1957,2018,5.84e-05,Diesel,2270,140.0,587087.0841,volvo-s90-2018-Diesel,0.431718062,volvo,DieselLarge,22.7,0,1,0
1958,2018,5.8e-05,Benzin,1895,130.0,245613.5029,hyundai-tucson-2018-Benzin,0.727672956,hyundai,BenzinLarge,15.7,1,0,0
1959,2018,5.73e-05,Diesel,1870,88.0,189831.7025,suzuki-vitara-2018-Diesel,0.392,suzuki,DieselSmall,25.0,0,1,0
1960,2018,5.62e-05,Diesel,1600,66.0,113504.8924,dacia-sandero-2018-Diesel,0.372623574,dacia,DieselSmall,28.6,0,1,0
1961,2018,5.39e-05,Benzin,1940,115.0,293445.2055,subaru-xv-2018-Benzin,0.797931034,subaru,BenzinLarge,14.5,1,0,0
1962,2018,5.39e-05,Diesel,2940,200.0,1110986.301,audi-q7-2018-Diesel,0.586826347,audi,DieselLarge,16.7,0,1,0
1963,2018,4.84e-05,Diesel,2150,104.0,303325.8317,kia-optima-2018-Diesel,0.451612903,kia,DieselLarge,21.7,0,1,0
1964,2018,4.43e-05,Diesel,1870,88.0,177113.5029,fiat-tipo-2018-Diesel,0.333333333,fiat,DieselSmall,28.6,0,1,0
1965,2018,4.35e-05,Diesel,1735,77.0,218772.0157,mazda-3-2018-Diesel,0.392,mazda,DieselSmall,20.8,0,1,0
1966,2018,4.02e-05,Diesel,2750,173.0,1026413.894,volvo-xc90-2018-Diesel,0.586826347,volvo,DieselLarge,17.5,0,1,0
1967,2018,3.98e-05,Benzin,2400,265.0,759975.5382,bmw-x3-2018-Benzin,0.766225166,bmw,BenzinLarge,12.2,1,0,0
1968,2018,3.91e-05,Diesel,1900,81.0,191794.5205,hyundai-i30-2018-Diesel,0.401639344,hyundai,DieselSmall,27.0,0,1,0
1969,2018,3.68e-05,Benzin,1510,66.0,155575.3425,opel-adam-2018-Benzin,0.496566524,opel,BenzinSmall,20.4,1,0,0
1970,2018,3.68e-05,Diesel,2320,132.0,600469.6673,jaguar-xf-2018-Diesel,0.451612903,jaguar,DieselLarge,23.3,0,1,0
1971,2018,3.65e-05,Benzin,1680,85.0,186618.3953,nissan-juke-2018-Benzin,0.692814371,nissan,BenzinSmall,17.5,1,0,0
1972,2018,3.57e-05,Diesel,2124,120.0,387485.3229,peugeot-508-2018-Diesel,0.401639344,peugeot,DieselLarge,23.4,0,1,0
1973,2018,3.53e-05,Benzin,2100,129.0,489138.9432,subaru-outback-2018-Benzin,0.766225166,subaru,BenzinLarge,15.1,1,0,0
1974,2018,3.46e-05,Benzin,1710,66.2,156552.8376,hyundai-ix20-2018-Benzin,0.646368715,hyundai,BenzinSmall,17.9,1,0,0
1975,2018,3.38e-05,Diesel,2145,132.0,412586.1057,jaguar-xe-2018-Diesel,0.411764706,jaguar,DieselLarge,23.8,0,1,0
1976,2018,3.09e-05,Benzin,2265,250.0,567783.7573,audi-a6-2018-Benzin,0.684615385,audi,BenzinLarge,17.5,1,0,0
1977,2018,2.98e-05,Benzin,2150,331.0,648361.0568,ford-mustang-2018-Benzin,1.314772727,ford,BenzinLarge,7.4,1,0,0
1978,2018,2.75e-05,Benzin,1710,66.2,181013.6986,kia-venga-2018-Benzin,0.646368715,kia,BenzinSmall,17.9,1,0,0
1979,2018,2.57e-05,Diesel,1710,70.0,141879.6477,opel-corsa-2018-Diesel,0.352517986,opel,DieselSmall,29.4,0,1,0
1980,2018,2.53e-05,Diesel,2190,110.0,452189.8239,bmw-x2-2018-Diesel,0.418803419,bmw,DieselLarge,22.9,0,1,0
1981,2018,2.27e-05,Diesel,1990,85.0,276865.9491,seat-ateca-2018-Diesel,0.4375,seat,DieselSmall,22.2,0,1,0
1982,2018,2.19e-05,Benzin,2150,147.0,412586.1057,jaguar-xe-2018-Benzin,0.727672956,jaguar,BenzinLarge,15.9,1,0,0
1983,2018,1.53e-05,Diesel,2535,210.0,1030357.143,audi-a7-2018-Diesel,0.5,audi,DieselLarge,17.9,0,1,0
1984,2018,1.34e-05,Benzin,2260,140.0,587087.0841,volvo-s90-2018-Benzin,0.751298701,volvo,BenzinLarge,15.4,1,0,0
1985,2018,1.3e-05,Benzin,2470,250.0,1030357.143,audi-a7-2018-Benzin,0.797931034,audi,BenzinLarge,14.5,1,0,0
1986,2018,1.26e-05,Diesel,2860,190.0,1174875.734,bmw-x5-2018-Diesel,0.553672316,bmw,DieselLarge,16.9,0,1,0
1987,2018,1.19e-05,Benzin,2230,260.0,1017664.384,audi-s5-2018-Benzin,0.869924812,audi,BenzinLarge,13.3,1,0,0
1988,2018,3.31e-05,Diesel,3020,92.0,526805.2838,nissan-nv300-2018-Diesel,0.547486034,nissan,DieselLarge,16.9,0,1,0
1989,2018,0.000251816,Diesel,2310,96.0,417798.4344,nissan-x-trail-2018-Diesel,0.518518519,nissan,DieselLarge,19.6,0,1,0
1990,2018,0.000720856,Benzin,1770,81.0,178082.1918,opel-crossland-x-2018-Benzin,0.55625,opel,BenzinSmall,19.2,1,0,0
1991,2018,0.000164406,El,1966,80.0,263081.2133,renault-zoe-2018-El,0.258863958,renault,ElSmall,352.0,0,0,1
1992,2018,0.000795,Benzin,1860,75.0,322798.4344,toyota-c-hr-2018-Benzin,0.400346021,toyota,BenzinLarge,16.7,1,0,0
1993,2018,2.16e-05,El,2600,386.0,873979.4521,tesla-model-s-2018-El,0.340169661,tesla,ElLarge,490.0,0,0,1
1994,2019,0.000263,El,2170,150.0,284461.165,hyundai-kona-2019-El,0.322367315,hyundai,ElSmall,289.0,0,0,1
1995,2019,0.00103,El,2180,340.0,439846.6019,tesla-model-3-2019-El,0.302893954,tesla,ElSmall,600.0,0,0,1
1996,2019,1.15e-05,Diesel,2655,175.1,593902.9126,ford-edge-2019-Diesel,0.65,ford,DieselLarge,16.2,0,1,0
1997,2019,0.000222832,Benzin,1870,103.0,267977.6699,kia-proceed-2019-Benzin,0.632631579,kia,BenzinLarge,17.7,1,0,0
1998,2019,3.07e-05,Diesel,1920,100.0,267977.6699,kia-proceed-2019-Diesel,0.406870229,kia,DieselSmall,26.2,0,1,0
1999,2019,3.62e-05,Benzin,2300,148.0,574779.6117,alfa-romeo-stelvio-2019-Benzin,0.864748201,alfa-romeo,BenzinLarge,13.9,1,0,0
2000,2019,7.24e-05,Diesel,2330,140.0,574779.6117,alfa-romeo-stelvio-2019-Diesel,0.502830189,alfa-romeo,DieselLarge,21.2,0,1,0
2001,2019,3.99e-05,Diesel,2900,210.0,1253432.039,audi-q8-2019-Diesel,0.658024691,audi,DieselLarge,16.7,0,1,0
2002,2019,0.00161,Benzin,1240,53.0,87388.34951,citron-c1-2019-Benzin,0.415916955,citron,BenzinSmall,28.9,1,0,0
2003,2019,0.002137417,Benzin,1510,61.0,119429.1262,citron-c3-2019-Benzin,0.513675214,citron,BenzinSmall,23.4,1,0,0
2004,2019,0.000842181,Diesel,1675,75.0,141759.2233,citron-c3-2019-Diesel,0.329012346,citron,DieselSmall,32.4,0,1,0
2005,2019,0.00040132,Benzin,1575,81.0,180593.2039,citron-c4-cactus-2019-Benzin,0.50292887,citron,BenzinSmall,23.9,1,0,0
2006,2019,0.000303022,Diesel,2020,96.0,326223.301,citron-c5-aircross-2019-Diesel,0.397761194,citron,DieselSmall,26.8,0,1,0
2007,2019,7.02e-05,Benzin,1755,70.0,164089.3204,fiat-tipo-2019-Benzin,0.711242604,fiat,BenzinSmall,16.7,1,0,0
2008,2019,0.000159,Benzin,1925,92.0,251507.767,ford-c-max-2019-Benzin,0.622797927,ford,BenzinLarge,19.3,1,0,0
2009,2019,0.000535463,Diesel,2555,110.3,358977.6699,ford-s-max-2019-Diesel,0.49124424,ford,DieselLarge,18.9,0,1,0
2010,2019,0.000133773,Benzin,2350,142.0,407784.466,honda-cr-v-2019-Benzin,0.775483871,honda,BenzinLarge,17.5,1,0,0
2011,2019,0.000101993,Diesel,1850,100.0,219433.0097,hyundai-kona-2019-Diesel,0.397761194,hyundai,DieselSmall,26.8,0,1,0
2012,2019,0.000317804,El,1710,125.0,286427.1845,bmw-i3-2019-El,0.333289628,bmw,ElSmall,310.0,0,0,1
2013,2019,2.99e-05,Diesel,2086,88.0,471866.9903,jeep-compass-2019-Diesel,0.493518519,jeep,DieselLarge,17.5,0,1,0
2014,2019,3.44e-05,Diesel,1720,85.0,185455.3398,kia-stonic-2019-Diesel,0.387636364,kia,DieselSmall,27.5,0,1,0
2015,2019,7.72e-05,El,1970,100.0,242713.5922,hyundai-ioniq-2019-El,0.226160819,hyundai,ElSmall,280.0,0,0,1
2016,2019,0.000122687,El,1995,160.0,244660.1942,nissan-leaf-2019-El,0.335053065,nissan,ElSmall,270.0,0,0,1
2017,2019,0.002888691,Benzin,1870,103.0,225126.2136,nissan-qashqai-2019-Benzin,0.622797927,nissan,BenzinLarge,17.5,1,0,0
2018,2019,0.00252802,Benzin,1565,82.0,147581.5534,toyota-yaris-2019-Benzin,0.404713805,toyota,BenzinSmall,23.4,1,0,0
2019,2019,0.002370966,Diesel,2280,140.0,584468.932,volvo-v60-2019-Diesel,0.446025105,volvo,DieselLarge,24.4,0,1,0
2020,2019,0.001867653,Benzin,1561,55.0,116524.2718,skoda-fabia-2019-Benzin,0.536607143,skoda,BenzinSmall,22.4,1,0,0
2021,2019,0.001721685,Benzin,1887,110.0,204873.7864,skoda-octavia-2019-Benzin,0.556481481,skoda,BenzinLarge,21.6,1,0,0
2022,2019,0.001699143,Benzin,1550,61.0,127193.2039,peugeot-208-2019-Benzin,0.513675214,peugeot,BenzinSmall,23.4,1,0,0
2023,2019,0.001643712,Benzin,1240,53.0,83504.85437,toyota-aygo-2019-Benzin,0.415916955,toyota,BenzinSmall,26.3,1,0,0
2024,2019,0.00140499,Benzin,1925,92.0,182138.835,ford-focus-2019-Benzin,0.52489083,ford,BenzinLarge,20.8,1,0,0
2025,2019,0.001387252,Benzin,1675,73.5,122974.7573,ford-fiesta-2019-Benzin,0.513675214,ford,BenzinSmall,21.6,1,0,0
2026,2019,0.001271955,Diesel,1655,75.0,127193.2039,peugeot-208-2019-Diesel,0.32012012,peugeot,DieselSmall,33.3,0,1,0
2027,2019,0.001235001,Benzin,1855,140.0,264004.8544,audi-a3-2019-Benzin,0.566981132,audi,BenzinLarge,21.2,1,0,0
2028,2019,0.001198417,Benzin,1957,90.0,243709.7087,mazda-3-2019-Benzin,0.601,mazda,BenzinLarge,21.2,1,0,0
2029,2019,0.000999235,Benzin,1240,53.0,93214.56311,peugeot-108-2019-Benzin,0.404713805,peugeot,BenzinSmall,28.9,1,0,0
2030,2019,0.000992214,Diesel,1955,85.0,225126.2136,nissan-qashqai-2019-Diesel,0.368858131,nissan,DieselSmall,26.2,0,1,0
2031,2019,0.00097928,Benzin,1360,51.0,122342.7184,fiat-500-2019-Benzin,0.556481481,fiat,BenzinSmall,23.4,1,0,0
2032,2019,0.000971889,Benzin,2225,131.0,335843.6893,toyota-rav4-2019-Benzin,0.4808,toyota,BenzinLarge,19.6,1,0,0
2033,2019,0.000965976,Benzin,1780,110.0,193213.5922,opel-astra-2019-Benzin,0.513675214,opel,BenzinSmall,20.8,1,0,0
2034,2019,0.000915719,Benzin,1630,66.0,136901.9417,opel-corsa-2019-Benzin,0.589215686,opel,BenzinSmall,20.0,1,0,0
2035,2019,0.000900938,Benzin,1330,44.0,83506.79612,skoda-citigo-2019-Benzin,0.458778626,skoda,BenzinSmall,26.2,1,0,0
2036,2019,0.000871374,Benzin,1659,66.0,189245.6311,renault-captur-2019-Benzin,0.589215686,renault,BenzinSmall,20.0,1,0,0
2037,2019,0.000812248,Benzin,1324,49.3,107784.466,hyundai-i10-2019-Benzin,0.513675214,hyundai,BenzinSmall,23.4,1,0,0
2038,2019,0.000791923,Benzin,1860,110.0,209360.1942,seat-leon-2019-Benzin,0.566981132,seat,BenzinLarge,21.2,1,0,0
2039,2019,0.000763838,Benzin,1365,66.0,133019.4175,suzuki-swift-2019-Benzin,0.50292887,suzuki,BenzinSmall,26.8,1,0,0
2040,2019,0.000725776,Benzin,1600,73.6,125260.1942,hyundai-i20-2019-Benzin,0.546363636,hyundai,BenzinSmall,23.9,1,0,0
2041,2019,0.00071395,Diesel,1939,110.0,204873.7864,skoda-octavia-2019-Diesel,0.387636364,skoda,DieselSmall,25.0,0,1,0
2042,2019,0.000711733,Diesel,1990,96.0,276708.7379,peugeot-3008-2019-Diesel,0.387636364,peugeot,DieselSmall,27.5,0,1,0
2043,2019,0.00070656,Diesel,1890,96.0,200009.7087,peugeot-308-2019-Diesel,0.387636364,peugeot,DieselSmall,31.4,0,1,0
2044,2019,0.000694734,Benzin,2115,140.0,447318.4466,audi-a4-2019-Benzin,0.646236559,audi,BenzinLarge,18.6,1,0,0
2045,2019,0.000693256,Diesel,2330,150.0,567012.6214,audi-a6-2019-Diesel,0.455555556,audi,DieselLarge,23.4,0,1,0
2046,2019,0.00063376,Benzin,1405,49.3,112636.8932,kia-picanto-2019-Benzin,0.50292887,kia,BenzinSmall,23.9,1,0,0
2047,2019,0.000603458,Benzin,2025,110.0,397548.5437,audi-q3-2019-Benzin,0.632631579,audi,BenzinLarge,19.3,1,0,0
2048,2019,0.000589046,Benzin,1405,66.0,132047.5728,suzuki-baleno-2019-Benzin,0.513675214,suzuki,BenzinSmall,23.8,1,0,0
2049,2019,0.0005617,Benzin,1590,85.0,138360.1942,seat-ibiza-2019-Benzin,0.536607143,seat,BenzinSmall,22.9,1,0,0
2050,2019,0.000549505,Benzin,1330,66.0,119428.1553,suzuki-ignis-2019-Benzin,0.46953125,suzuki,BenzinSmall,23.4,1,0,0
2051,2019,0.00052955,Benzin,1880,103.0,200017.4757,kia-ceed-2019-Benzin,0.632631579,kia,BenzinLarge,17.9,1,0,0
2052,2019,0.000525855,Benzin,1665,96.0,178651.4563,peugeot-2008-2019-Benzin,0.556481481,peugeot,BenzinSmall,19.6,1,0,0
2053,2019,0.00052142,Benzin,1655,85.0,187135.9223,seat-arona-2019-Benzin,0.546363636,seat,BenzinSmall,22.0,1,0,0
2054,2019,0.000519942,Diesel,1700,75.0,178651.4563,peugeot-2008-2019-Diesel,0.339490446,peugeot,DieselSmall,31.4,0,1,0
2055,2019,0.000512182,Diesel,2310,140.0,588354.3689,volvo-v90-2019-Diesel,0.465502183,volvo,DieselLarge,20.4,0,1,0
2056,2019,0.000509965,Diesel,2320,140.0,282245.6311,ford-mondeo-2019-Diesel,0.493518519,ford,DieselLarge,21.2,0,1,0
2057,2019,0.000505161,Benzin,1775,88.3,219433.0097,hyundai-kona-2019-Benzin,0.577884615,hyundai,BenzinSmall,13.9,1,0,0
2058,2019,0.000475597,Benzin,1880,85.0,279329.1262,audi-q2-2019-Benzin,0.577884615,audi,BenzinLarge,20.4,1,0,0
2059,2019,0.000463033,Diesel,1955,88.0,182138.835,ford-focus-2019-Diesel,0.358922559,ford,DieselSmall,26.2,0,1,0
2060,2019,0.000461924,Benzin,2088,110.0,350118.4466,skoda-superb-2019-Benzin,0.613265306,skoda,BenzinLarge,18.2,1,0,0
2061,2019,0.000454164,Benzin,1730,103.0,188357.2816,suzuki-vitara-2019-Benzin,0.577884615,suzuki,BenzinSmall,19.3,1,0,0
2062,2019,0.000442708,Diesel,2160,140.0,447318.4466,audi-a4-2019-Diesel,0.4264,audi,DieselLarge,25.0,0,1,0
2063,2019,0.000440122,Benzin,1695,100.0,263393.2039,mini-cooper-2019-Benzin,0.601,mini,BenzinSmall,21.3,1,0,0
2064,2019,0.00043347,Benzin,1910,96.0,276708.7379,peugeot-3008-2019-Benzin,0.566981132,peugeot,BenzinLarge,19.6,1,0,0
2065,2019,0.00041758,Diesel,2200,96.0,302923.301,peugeot-5008-2019-Diesel,0.387636364,peugeot,DieselLarge,27.5,0,1,0
2066,2019,0.000408711,Diesel,2390,147.0,650682.5243,volvo-xc60-2019-Diesel,0.475892857,volvo,DieselLarge,22.4,0,1,0
2067,2019,0.000408341,Benzin,2055,140.0,579781.5534,audi-a5-2019-Benzin,0.646236559,audi,BenzinLarge,17.9,1,0,0
2068,2019,0.000366583,Benzin,1900,110.0,272833.0097,skoda-karoq-2019-Benzin,0.577884615,skoda,BenzinLarge,20.8,1,0,0
2069,2019,0.00036141,Diesel,1747,66.0,189245.6311,renault-captur-2019-Diesel,0.406870229,renault,DieselSmall,26.2,0,1,0
2070,2019,0.000346998,Diesel,2043,120.0,316514.5631,peugeot-508-2019-Diesel,0.348366013,peugeot,DieselSmall,27.5,0,1,0
2071,2019,0.000341824,Benzin,1889,103.0,279513.5922,renault-kadjar-2019-Benzin,0.646236559,renault,BenzinLarge,17.5,1,0,0
2072,2019,0.000332955,Benzin,2095,143.0,303899.0291,mazda-6-2019-Benzin,0.732926829,mazda,BenzinLarge,16.2,1,0,0
2073,2019,0.000328521,Benzin,1830,96.0,200009.7087,peugeot-308-2019-Benzin,0.536607143,peugeot,BenzinSmall,22.9,1,0,0
2074,2019,0.000327782,Benzin,2005,103.0,446266.9903,bmw-x2-2019-Benzin,0.613265306,bmw,BenzinLarge,19.6,1,0,0
2075,2019,0.000598285,Benzin,2025,103.0,386561.165,bmw-x1-2019-Benzin,0.589215686,bmw,BenzinLarge,18.3,1,0,0
2076,2019,0.000307457,Benzin,2230,184.0,492233.0097,volvo-v60-2019-Benzin,0.755974843,volvo,BenzinLarge,13.7,1,0,0
2077,2019,0.000304131,Diesel,2180,140.0,421362.1359,volvo-xc40-2019-Diesel,0.484545455,volvo,DieselLarge,22.0,0,1,0
2078,2019,0.000300066,Diesel,2120,100.0,291086.4078,kia-sportage-2019-Diesel,0.475892857,kia,DieselLarge,22.4,0,1,0
2079,2019,0.000298958,Diesel,1900,110.0,264004.8544,audi-a3-2019-Diesel,0.378014184,audi,DieselSmall,24.4,0,1,0
2080,2019,0.000286763,Benzin,1260,50.0,107775.7282,suzuki-celerio-2019-Benzin,0.426241135,suzuki,BenzinSmall,28.2,1,0,0
2081,2019,0.000286763,Benzin,2400,180.0,567012.6214,audi-a6-2019-Benzin,0.732926829,audi,BenzinLarge,16.9,1,0,0
2082,2019,0.000282328,Diesel,1994,85.0,279513.5922,renault-kadjar-2019-Diesel,0.406870229,renault,DieselSmall,21.2,0,1,0
2083,2019,0.000273459,Benzin,2160,140.0,421362.1359,volvo-xc40-2019-Benzin,0.719760479,volvo,BenzinLarge,15.5,1,0,0
