,Year,Shares,Fuel,Weight (kg),Engine effect (kW),Prices (2015-DKK),key,Cost/km (DKK),Make,Fuel-size segment,kmL,Benzin,Diesel,El
595,2010,0.000205175,Benzin,2307,118.0,341909.9678,skoda-superb-2010-Benzin,1.104081633,skoda,BenzinLarge,13.7,1,0,0
596,2010,0.00020362,Benzin,2300,149.0,418651.6613,ford-mondeo-2010-Benzin,0.832307692,ford,BenzinLarge,12.7,1,0,0
597,2010,0.00019546,Benzin,1770,77.0,262595.9271,mazda-3-2010-Benzin,0.680503145,mazda,BenzinSmall,13.2,1,0,0
598,2010,0.000182248,Diesel,2310,151.0,514795.284,volvo-v70-2010-Diesel,0.570121951,volvo,DieselLarge,20.4,0,1,0
599,2010,0.000181082,Benzin,1785,92.0,317473.7406,audi-a3-2010-Benzin,0.746206897,audi,BenzinSmall,18.2,1,0,0
600,2010,0.000175642,Benzin,2285,132.0,562377.2776,audi-a5-2010-Benzin,1.03047619,audi,BenzinLarge,15.4,1,0,0
601,2010,0.000175642,Benzin,1671,72.0,182200.4287,peugeot-207-2010-Benzin,0.647904192,peugeot,BenzinSmall,16.9,1,0,0
602,2010,0.000172145,Benzin,2125,108.0,387125.4019,toyota-verso-2010-Benzin,0.756643357,toyota,BenzinLarge,14.5,1,0,0
603,2010,0.000167093,Diesel,2020,80.0,316173.6334,peugeot-407-2010-Diesel,0.458333333,peugeot,DieselSmall,20.4,0,1,0
604,2010,0.000163984,Benzin,1793,83.0,224214.3623,chevrolet-cruze-2010-Benzin,0.736054422,chevrolet,BenzinSmall,14.7,1,0,0
605,2010,0.000155435,Diesel,3190,176.0,1113740.622,audi-q7-2010-Diesel,0.785714286,audi,DieselLarge,10.2,0,1,0
606,2010,0.000144943,Benzin,1960,115.0,431939.9786,honda-accord-2010-Benzin,0.813533835,honda,BenzinLarge,11.1,1,0,0
607,2010,0.000139115,Benzin,1421,44.1,139324.7588,peugeot-206-2010-Benzin,0.680503145,peugeot,BenzinSmall,15.9,1,0,0
608,2010,0.000136783,Diesel,1830,80.0,262595.9271,mazda-3-2010-Diesel,0.421171171,mazda,DieselSmall,22.7,0,1,0
609,2010,0.000132509,Diesel,2260,93.0,387125.4019,toyota-verso-2010-Diesel,0.522346369,toyota,DieselLarge,17.9,0,1,0
610,2010,0.000125903,Benzin,1546,65.0,182199.3569,nissan-note-2010-Benzin,0.640236686,nissan,BenzinSmall,16.9,1,0,0
611,2010,0.000116577,Benzin,2220,125.0,509174.7053,audi-a6-2010-Benzin,0.813533835,audi,BenzinLarge,13.3,1,0,0
612,2010,0.000114245,Benzin,1750,103.0,235156.4845,honda-civic-2010-Benzin,0.726174497,honda,BenzinSmall,16.9,1,0,0
613,2010,0.000111136,Diesel,1800,85.0,192923.9014,kia-venga-2010-Diesel,0.401287554,kia,DieselSmall,23.3,0,1,0
614,2010,0.000108416,Diesel,2670,258.0,1839495.177,audi-a8-2010-Diesel,0.73046875,audi,DieselLarge,13.2,0,1,0
615,2010,0.000108028,Diesel,1760,66.0,254270.0965,toyota-auris-2010-Diesel,0.449519231,toyota,DieselSmall,20.8,0,1,0
616,2010,0.00010453,Benzin,2125,107.0,335466.2379,mazda-5-2010-Benzin,0.851968504,mazda,BenzinLarge,12.7,1,0,0
617,2010,9.79e-05,Benzin,1940,88.0,241143.6227,peugeot-308-2010-Benzin,0.813533835,peugeot,BenzinLarge,14.9,1,0,0
618,2010,9.52e-05,Benzin,2285,245.0,1112673.098,audi-s5-2010-Benzin,1.020754717,audi,BenzinLarge,10.3,1,0,0
619,2010,9.05e-05,Diesel,2235,92.0,353687.0311,opel-zafira-2010-Diesel,0.672661871,opel,DieselLarge,16.4,0,1,0
620,2010,8.59e-05,Diesel,2025,77.0,294640.9432,seat-altea-2010-Diesel,0.421171171,seat,DieselSmall,22.2,0,1,0
621,2010,8.51e-05,Benzin,1800,103.0,217573.4191,mitsubishi-lancer-2010-Benzin,0.618285714,mitsubishi,BenzinSmall,14.1,1,0,0
622,2010,7.77e-05,Diesel,1540,66.0,160763.1297,mazda-2-2010-Diesel,0.392857143,mazda,DieselSmall,23.8,0,1,0
623,2010,7.58e-05,Diesel,1965,55.0,225615.2197,opel-meriva-2010-Diesel,0.458333333,opel,DieselSmall,22.2,0,1,0
624,2010,7.58e-05,Diesel,1525,55.0,150040.7288,suzuki-swift-2010-Diesel,0.421171171,suzuki,DieselSmall,22.2,0,1,0
625,2010,7.5e-05,Benzin,1475,59.0,183269.0247,nissan-micra-2010-Benzin,0.640236686,nissan,BenzinSmall,16.9,1,0,0
626,2010,7.5e-05,Benzin,1710,66.0,192923.9014,kia-venga-2010-Benzin,0.640236686,kia,BenzinSmall,16.9,1,0,0
627,2010,6.96e-05,Diesel,1820,77.0,264630.2251,seat-leon-2010-Diesel,0.392857143,seat,DieselSmall,26.3,0,1,0
628,2010,6.84e-05,Diesel,1790,88.0,198274.3837,suzuki-sx4-2010-Diesel,0.588050314,suzuki,DieselSmall,18.9,0,1,0
629,2010,6.64e-05,Benzin,1655,77.0,201501.6077,skoda-roomster-2010-Benzin,0.672049689,skoda,BenzinSmall,14.7,1,0,0
630,2010,6.3e-05,Diesel,1635,66.0,139331.1897,hyundai-i20-2010-Diesel,0.392857143,hyundai,DieselSmall,22.7,0,1,0
631,2010,6.22e-05,Benzin,1370,56.0,141370.8467,renault-twingo-2010-Benzin,0.520192308,renault,BenzinSmall,19.6,1,0,0
632,2010,5.6e-05,Benzin,1819,92.0,264630.2251,seat-leon-2010-Benzin,0.672049689,seat,BenzinSmall,16.1,1,0,0
633,2010,5.01e-05,Benzin,1645,86.0,346182.2079,nissan-juke-2010-Benzin,0.647904192,nissan,BenzinSmall,16.7,1,0,0
634,2010,4.9e-05,Benzin,1700,74.0,282852.09,volvo-c30-2010-Benzin,0.756643357,volvo,BenzinSmall,14.3,1,0,0
635,2010,4.74e-05,Benzin,1770,88.0,230428.7245,fiat-bravo-2010-Benzin,0.680503145,fiat,BenzinSmall,14.9,1,0,0
636,2010,4.74e-05,Diesel,1530,55.0,123244.373,suzuki-splash-2010-Diesel,0.421171171,suzuki,DieselSmall,22.2,0,1,0
637,2010,4.39e-05,Benzin,1710,66.0,219715.97,hyundai-ix20-2010-Benzin,0.604469274,hyundai,BenzinSmall,17.9,1,0,0
638,2010,4e-05,Diesel,2335,150.0,975348.3387,audi-a7-2010-Diesel,0.55988024,audi,DieselLarge,16.7,0,1,0
639,2010,3.65e-05,Diesel,1420,55.0,153259.3783,fiat-500-2010-Diesel,0.392857143,fiat,DieselSmall,23.8,0,1,0
640,2010,3.5e-05,Diesel,1800,66.0,219715.97,hyundai-ix20-2010-Diesel,0.401287554,hyundai,DieselSmall,23.3,0,1,0
641,2010,3.46e-05,Benzin,2020,386.0,3479742.765,audi-r8-2010-Benzin,1.229545455,audi,BenzinLarge,7.2,1,0,0
642,2010,3.19e-05,Benzin,1650,80.0,192919.6141,chevrolet-lacetti-2010-Benzin,0.767375887,chevrolet,BenzinSmall,13.9,1,0,0
643,2010,3.15e-05,Diesel,1610,63.0,182199.3569,nissan-note-2010-Diesel,0.401287554,nissan,DieselSmall,23.3,0,1,0
644,2010,2.95e-05,Benzin,1680,93.0,214359.0568,kia-soul-2010-Benzin,0.702597403,kia,BenzinSmall,15.4,1,0,0
645,2010,3.07e-05,Diesel,2110,120.0,521972.1329,volvo-s60-2010-Diesel,0.553254438,volvo,DieselLarge,16.9,0,1,0
646,2010,3.03e-05,Benzin,2525,273.0,1839495.177,audi-a8-2010-Benzin,1.03047619,audi,BenzinLarge,10.3,1,0,0
647,2010,2.99e-05,Benzin,1575,90.0,317001.0718,audi-a1-2010-Benzin,0.563541667,audi,BenzinSmall,19.2,1,0,0
648,2010,2.6e-05,Diesel,1780,94.0,214359.0568,kia-soul-2010-Diesel,0.486979167,kia,DieselSmall,19.2,0,1,0
649,2010,2.95e-05,Diesel,1965,81.0,278563.7728,skoda-yeti-2010-Diesel,0.505405405,skoda,DieselSmall,18.5,0,1,0
650,2010,2.72e-05,Diesel,2200,129.0,552950.6967,volvo-s80-2010-Diesel,0.553254438,volvo,DieselLarge,22.2,0,1,0
651,2010,2.56e-05,Diesel,2060,120.0,494534.8339,ford-kuga-2010-Diesel,0.553254438,ford,DieselLarge,16.4,0,1,0
652,2010,2.53e-05,Diesel,1900,90.0,282852.09,volvo-c30-2010-Diesel,0.644827586,volvo,DieselSmall,26.3,0,1,0
653,2010,2.06e-05,Benzin,2415,155.0,701207.9314,audi-q5-2010-Benzin,1.011214953,audi,BenzinLarge,10.8,1,0,0
654,2010,1.9e-05,Benzin,1890,77.0,278563.7728,skoda-yeti-2010-Benzin,0.693589744,skoda,BenzinLarge,15.6,1,0,0
655,2010,1.79e-05,Diesel,1777,77.0,201501.6077,skoda-roomster-2010-Diesel,0.438967136,skoda,DieselSmall,18.9,0,1,0
656,2010,1.55e-05,Benzin,2450,107.0,462752.4116,ford-galaxy-2010-Benzin,0.872580645,ford,BenzinLarge,12.2,1,0,0
657,2010,1.28e-05,Diesel,1880,80.0,337624.866,volvo-s40-2010-Diesel,0.365234375,volvo,DieselSmall,20.4,0,1,0
658,2010,1.2e-05,Benzin,2020,88.0,310816.7203,peugeot-3008-2010-Benzin,0.767375887,peugeot,BenzinLarge,14.1,1,0,0
659,2010,0.000755027,Diesel,2276,103.0,423066.4523,citron-c5-2010-Diesel,0.543604651,citron,DieselLarge,14.5,0,1,0
660,2010,0.000585991,Diesel,1920,80.0,307610.9325,ford-c-max-2010-Diesel,0.421171171,ford,DieselSmall,22.2,0,1,0
661,2010,0.000744924,Diesel,2505,103.0,505198.2851,ford-s-max-2010-Diesel,0.534285714,ford,DieselLarge,15.2,0,1,0
662,2010,2.1e-05,Benzin,1660,88.0,431830.6538,mini-cooper-2010-Benzin,0.693589744,mini,BenzinSmall,18.5,1,0,0
663,2010,2.64e-05,Benzin,1780,115.0,482306.538,peugeot-rcz-2010-Benzin,0.746206897,peugeot,BenzinSmall,14.9,1,0,0
664,2010,0.000359056,Diesel,2860,176.0,1290883.173,porsche-cayenne-2010-Diesel,0.935,porsche,DieselLarge,13.5,0,1,0
665,2010,2.02e-05,Diesel,2050,108.0,460770.6324,subaru-forester-2010-Diesel,0.599358974,subaru,DieselSmall,15.9,0,1,0
666,2010,1.87e-05,Benzin,2030,123.0,502678.4566,subaru-legacy-2010-Benzin,0.879674797,subaru,BenzinLarge,9.4,1,0,0
667,2010,1.32e-05,Diesel,2085,110.0,502678.4566,subaru-legacy-2010-Diesel,0.599358974,subaru,DieselLarge,15.9,0,1,0
668,2010,5.56e-05,Diesel,2200,120.0,539123.2583,volvo-v60-2010-Diesel,0.570121951,volvo,DieselLarge,16.4,0,1,0
669,2011,4.26e-05,Benzin,2280,309.0,1715220.021,bmw-m3-2011-Benzin,1.357471264,bmw,BenzinLarge,8.7,1,0,0
670,2011,1.39e-05,Benzin,2150,110.0,544677.7894,bmw-x1-2011-Benzin,0.92992126,bmw,BenzinLarge,11.9,1,0,0
671,2011,0.000103696,Diesel,2160,130.0,544677.7894,bmw-x1-2011-Diesel,0.65408805,bmw,DieselLarge,19.2,0,1,0
672,2011,3.6e-05,Benzin,3025,225.0,1157142.857,bmw-x5-2011-Benzin,1.47625,bmw,BenzinLarge,9.9,1,0,0
673,2011,0.00022906,Diesel,3000,225.0,1157142.857,bmw-x5-2011-Diesel,0.781954887,bmw,DieselLarge,13.3,0,1,0
674,2011,1.28e-05,Benzin,2905,408.0,1245773.723,bmw-x6-2011-Benzin,1.640277778,bmw,BenzinLarge,7.2,1,0,0
675,2011,4.49e-05,El,1450,35.0,287398.3316,citron-c-zero-2011-El,0.228943445,citron,ElSmall,150.0,0,0,1
676,2011,2.21e-05,Benzin,2200,365.0,3858185.61,ferrari-california-2011-Benzin,1.553947368,ferrari,BenzinLarge,7.6,1,0,0
677,2011,6.66e-05,Diesel,2180,110.0,417203.3368,honda-accord-2011-Diesel,0.666666667,honda,DieselLarge,17.5,0,1,0
678,2011,2.36e-05,Diesel,2140,135.0,354529.7185,hyundai-ix35-2011-Diesel,0.615384615,hyundai,DieselLarge,18.5,0,1,0
679,2011,2.13e-05,Benzin,1700,103.0,354529.7185,hyundai-veloster-2011-Benzin,0.698816568,hyundai,BenzinSmall,16.9,1,0,0
680,2011,3.79e-05,Diesel,2360,177.0,1006254.432,jaguar-xf-2011-Diesel,0.707482993,jaguar,DieselLarge,14.7,0,1,0
681,2011,2.48e-05,Diesel,2365,202.0,1653494.265,jaguar-xj-2011-Diesel,0.748201439,jaguar,DieselLarge,13.9,0,1,0
682,2011,2.82e-05,Benzin,2250,323.0,3451511.992,maserati-granturismo-2011-Benzin,1.936065574,maserati,BenzinLarge,6.9,1,0,0
683,2011,5.18e-05,Diesel,2125,85.0,347760.1668,mazda-5-2011-Diesel,0.541666667,mazda,DieselLarge,19.2,0,1,0
684,2011,0.00122694,Benzin,1190,50.0,106552.659,citron-c1-2011-Benzin,0.531981982,citron,BenzinSmall,22.2,1,0,0
685,2011,0.000390021,Diesel,1779,68.0,216220.0209,citron-c3-2011-Diesel,0.479262673,citron,DieselSmall,26.3,0,1,0
686,2011,0.000774624,Diesel,1790,68.0,311309.6976,citron-c4-2011-Diesel,0.43697479,citron,DieselSmall,23.8,0,1,0
687,2011,0.002228689,Benzin,1367,60.0,89571.42857,chevrolet-spark-2011-Benzin,0.5905,chevrolet,BenzinSmall,20.0,1,0,0
688,2011,0.001808488,Benzin,1190,50.0,89987.48697,toyota-aygo-2011-Benzin,0.531981982,toyota,BenzinSmall,22.2,1,0,0
689,2011,0.001675773,Benzin,1190,50.0,105830.0313,peugeot-107-2011-Benzin,0.531981982,peugeot,BenzinSmall,22.2,1,0,0
690,2011,0.001346113,Diesel,1820,66.0,177262.7737,hyundai-i30-2011-Diesel,0.40625,hyundai,DieselSmall,22.2,0,1,0
691,2011,0.001337213,Diesel,2105,100.0,474566.2148,audi-a4-2011-Diesel,0.5,audi,DieselLarge,20.8,0,1,0
692,2011,0.001305099,Benzin,1480,69.0,145972.8884,suzuki-swift-2011-Benzin,0.578921569,suzuki,BenzinSmall,20.4,1,0,0
693,2011,0.001201016,Benzin,1405,63.0,88628.77998,hyundai-i10-2011-Benzin,0.554460094,hyundai,BenzinSmall,21.7,1,0,0
694,2011,0.001189408,Benzin,1565,74.0,147496.3504,opel-corsa-2011-Benzin,0.60255102,opel,BenzinSmall,20.0,1,0,0
695,2011,0.001175092,Benzin,1340,51.0,93846.71533,kia-picanto-2011-Benzin,0.484016393,kia,BenzinSmall,24.4,1,0,0
696,2011,0.001151489,Diesel,2335,120.0,393328.4672,ford-mondeo-2011-Diesel,0.581005587,ford,DieselLarge,18.9,0,1,0
697,2011,0.001115892,Diesel,1930,81.0,356613.1387,nissan-qashqai-2011-Diesel,0.541666667,nissan,DieselSmall,19.2,0,1,0
698,2011,0.001042763,Benzin,1305,63.0,149104.2753,fiat-500-2011-Benzin,0.567788462,fiat,BenzinSmall,20.8,1,0,0
699,2011,0.001031543,Benzin,2000,108.0,298177.268,toyota-avensis-2011-Benzin,0.79261745,toyota,BenzinLarge,15.2,1,0,0
700,2011,0.00099788,Diesel,2005,82.0,327413.9729,peugeot-508-2011-Diesel,0.45814978,peugeot,DieselSmall,20.8,0,1,0
701,2011,0.000954931,Diesel,1743,68.0,163702.8154,peugeot-207-2011-Diesel,0.43697479,peugeot,DieselSmall,23.8,0,1,0
702,2011,0.000876386,Benzin,1250,50.0,93837.33055,suzuki-alto-2011-Benzin,0.520264317,suzuki,BenzinSmall,22.7,1,0,0
703,2011,0.000828407,Benzin,1570,51.0,129302.3983,skoda-fabia-2011-Benzin,0.648901099,skoda,BenzinSmall,16.9,1,0,0
704,2011,0.000791262,Diesel,1970,82.0,218967.6747,peugeot-308-2011-Diesel,0.5,peugeot,DieselSmall,22.7,0,1,0
705,2011,0.000790875,Benzin,2125,97.0,284189.781,toyota-verso-2011-Benzin,0.814482759,toyota,BenzinLarge,14.7,1,0,0
706,2011,0.000775398,Diesel,1885,80.0,265901.9812,ford-focus-2011-Diesel,0.45814978,ford,DieselSmall,22.7,0,1,0
707,2011,0.000744831,Benzin,1515,57.0,119912.4088,hyundai-i20-2011-Benzin,0.60255102,hyundai,BenzinSmall,19.6,1,0,0
708,2011,0.000710008,Benzin,1320,51.0,104262.7737,ford-ka-2011-Benzin,0.578921569,ford,BenzinSmall,20.4,1,0,0
709,2011,0.000699174,Diesel,2225,180.0,661800.8342,audi-a6-2011-Diesel,0.530612245,audi,DieselLarge,19.2,0,1,0
710,2011,0.000699174,Diesel,1493,50.0,135547.4453,peugeot-206-2011-Diesel,0.416,peugeot,DieselSmall,25.0,0,1,0
711,2011,0.000698787,Benzin,1305,51.0,88518.24818,fiat-panda-2011-Benzin,0.578921569,fiat,BenzinSmall,20.4,1,0,0
712,2011,0.000669381,Diesel,2285,118.0,343249.2179,opel-insignia-2011-Diesel,0.530612245,opel,DieselLarge,17.2,0,1,0
713,2011,0.000609407,Benzin,1530,71.0,144211.6788,ford-fiesta-2011-Benzin,0.776973684,ford,BenzinSmall,18.2,1,0,0
714,2011,0.000579614,Diesel,2030,92.0,218874.8697,opel-astra-2011-Diesel,0.385185185,opel,DieselSmall,20.0,0,1,0
715,2011,0.000564911,Benzin,1503,63.0,120953.0761,chevrolet-aveo-2011-Benzin,0.648901099,chevrolet,BenzinSmall,18.2,1,0,0
716,2011,0.000559881,Benzin,1470,73.0,135546.4025,toyota-yaris-2011-Benzin,0.638378378,toyota,BenzinSmall,18.5,1,0,0
717,2011,0.000541695,Diesel,1635,70.0,147496.3504,opel-corsa-2011-Diesel,0.374100719,opel,DieselSmall,27.8,0,1,0
718,2011,0.000535891,Benzin,1485,48.0,114694.4734,suzuki-splash-2011-Benzin,0.567788462,suzuki,BenzinSmall,20.0,1,0,0
719,2011,0.000526605,Diesel,1545,70.0,144211.6788,ford-fiesta-2011-Diesel,0.385185185,ford,DieselSmall,24.4,0,1,0
720,2011,0.000524284,Benzin,1905,103.0,218874.8697,opel-astra-2011-Benzin,0.742767296,opel,BenzinLarge,15.9,1,0,0
721,2011,0.000522349,Benzin,2065,132.0,474566.2148,audi-a4-2011-Benzin,0.776973684,audi,BenzinLarge,13.9,1,0,0
722,2011,0.000520801,Diesel,1990,77.0,212720.5422,skoda-octavia-2011-Diesel,0.395437262,skoda,DieselSmall,22.2,0,1,0
723,2011,0.000517319,Diesel,2130,93.0,298177.268,toyota-avensis-2011-Diesel,0.562162162,toyota,DieselLarge,18.5,0,1,0
724,2011,0.000507259,Benzin,1880,77.0,212720.5422,skoda-octavia-2011-Benzin,0.674857143,skoda,BenzinLarge,15.9,1,0,0
725,2011,0.00049952,Benzin,1465,70.0,114698.6444,mitsubishi-colt-2011-Benzin,0.60255102,mitsubishi,BenzinSmall,19.6,1,0,0
726,2011,0.000468566,Benzin,1485,62.0,152231.4911,mazda-2-2011-Benzin,0.5905,mazda,BenzinSmall,19.6,1,0,0
727,2011,0.000463536,Benzin,1650,88.0,198110.5318,suzuki-sx4-2011-Benzin,0.733540373,suzuki,BenzinSmall,16.1,1,0,0
728,2011,0.000461215,Benzin,1370,55.0,104171.0115,renault-twingo-2011-Benzin,0.554460094,renault,BenzinSmall,21.3,1,0,0
729,2011,0.000427939,Benzin,1830,86.0,345974.9739,nissan-qashqai-2011-Benzin,0.698816568,nissan,BenzinSmall,12.8,1,0,0
730,2011,0.00039389,Diesel,2260,93.0,284189.781,toyota-verso-2011-Diesel,0.55026455,toyota,DieselLarge,18.9,0,1,0
731,2011,0.000375704,Benzin,1900,77.0,265901.9812,ford-focus-2011-Benzin,0.707185629,ford,BenzinLarge,16.7,1,0,0
732,2011,0.000372222,Diesel,2109,125.0,332637.122,skoda-superb-2011-Diesel,0.45814978,skoda,DieselLarge,22.7,0,1,0
733,2011,0.000371835,Diesel,1674,55.0,129302.3983,skoda-fabia-2011-Diesel,0.353741497,skoda,DieselSmall,23.8,0,1,0
734,2011,0.000366031,Benzin,1418,54.0,135547.4453,peugeot-206-2011-Benzin,0.707185629,peugeot,BenzinSmall,16.7,1,0,0
735,2011,0.000356358,Benzin,2000,114.0,323253.3889,mazda-6-2011-Benzin,0.825874126,mazda,BenzinLarge,14.5,1,0,0
736,2011,0.00034475,Diesel,1665,55.0,143794.5777,seat-ibiza-2011-Diesel,0.43697479,seat,DieselSmall,29.4,0,1,0
737,2011,0.000308766,Diesel,1880,77.0,266260.6882,audi-a3-2011-Diesel,0.43697479,audi,DieselSmall,22.7,0,1,0
738,2011,0.00064307,Diesel,2153,82.0,379843.5871,citron-c5-2011-Diesel,0.52,citron,DieselLarge,16.1,0,1,0
739,2011,0.000289033,Diesel,2080,82.0,281534.9322,peugeot-3008-2011-Diesel,0.562162162,peugeot,DieselLarge,15.2,0,1,0
740,2011,0.000281682,Diesel,2250,82.0,333669.4473,peugeot-5008-2011-Diesel,0.55026455,peugeot,DieselLarge,18.9,0,1,0
741,2011,0.000263883,Benzin,1805,97.0,258298.2273,toyota-auris-2011-Benzin,0.44904943,toyota,BenzinSmall,15.2,1,0,0
742,2011,0.000254597,Diesel,1525,66.0,135546.4025,toyota-yaris-2011-Diesel,0.40625,toyota,DieselSmall,25.6,0,1,0
743,2011,0.000239507,Diesel,2445,125.0,645914.4943,audi-q5-2011-Diesel,0.781954887,audi,DieselLarge,16.1,0,1,0
744,2011,0.000232929,Benzin,1610,73.0,203232.5339,honda-jazz-2011-Benzin,0.648901099,honda,BenzinSmall,18.2,1,0,0
745,2011,0.000227125,Benzin,1920,88.0,236600.6257,opel-meriva-2011-Benzin,0.720121951,opel,BenzinLarge,16.4,1,0,0
746,2011,0.000218613,Diesel,2145,95.0,323253.3889,mazda-6-2011-Diesel,0.55026455,mazda,DieselLarge,18.9,0,1,0
747,2011,0.000218226,Diesel,2200,84.0,455372.2628,volvo-v60-2011-Diesel,0.634146341,volvo,DieselLarge,17.5,0,1,0
748,2011,0.000217065,Benzin,1425,72.0,131374.3483,nissan-micra-2011-Benzin,0.5905,nissan,BenzinSmall,20.0,1,0,0
749,2011,0.00020894,Benzin,1824,104.0,241391.0323,chevrolet-cruze-2011-Benzin,0.776973684,chevrolet,BenzinSmall,15.2,1,0,0
750,2011,0.000205457,Benzin,1830,92.0,266260.6882,audi-a3-2011-Benzin,0.624867725,audi,BenzinSmall,18.2,1,0,0
751,2011,0.00020507,Diesel,1900,84.0,338792.4922,volvo-v50-2011-Diesel,0.395437262,volvo,DieselSmall,23.3,0,1,0
752,2011,0.000203136,Diesel,2505,120.0,720234.6194,volvo-xc60-2011-Diesel,0.727272727,volvo,DieselLarge,16.9,0,1,0
753,2011,0.000192302,Benzin,1500,63.0,143794.5777,seat-ibiza-2011-Benzin,0.638378378,seat,BenzinSmall,18.5,1,0,0
754,2011,0.000178759,Benzin,1490,63.0,227573.5141,audi-a1-2011-Benzin,0.60255102,audi,BenzinSmall,18.9,1,0,0
755,2011,0.000176438,Diesel,1930,120.0,241391.0323,chevrolet-cruze-2011-Diesel,0.581005587,chevrolet,DieselSmall,17.9,0,1,0
756,2011,0.000169086,Benzin,2200,107.0,393328.4672,ford-mondeo-2011-Benzin,0.757051282,ford,BenzinLarge,13.0,1,0,0
757,2011,0.000164443,Benzin,1671,88.0,163702.8154,peugeot-207-2011-Benzin,0.707185629,peugeot,BenzinSmall,16.7,1,0,0
758,2011,0.000163669,Diesel,2310,84.0,547449.4265,volvo-v70-2011-Diesel,0.634146341,volvo,DieselLarge,22.2,0,1,0
759,2011,0.000157865,Benzin,1690,103.0,312719.4995,honda-civic-2011-Benzin,0.698816568,honda,BenzinSmall,14.9,1,0,0
760,2011,0.000154383,Diesel,2085,125.0,523142.8571,audi-a5-2011-Diesel,0.604651163,audi,DieselLarge,17.2,0,1,0
761,2011,0.000152062,Diesel,3265,180.0,1094978.102,audi-q7-2011-Diesel,0.95412844,audi,DieselLarge,10.2,0,1,0
762,2011,0.000302575,Diesel,1602,68.0,247026.0688,citron-ds3-2011-Diesel,0.374100719,citron,DieselSmall,27.8,0,1,0
763,2011,0.000151288,Benzin,2160,104.0,239827.9458,chevrolet-orlando-2011-Benzin,0.862043796,chevrolet,BenzinLarge,14.3,1,0,0
764,2011,0.000151288,Diesel,1815,136.0,234617.3097,mazda-3-2011-Diesel,0.45814978,mazda,DieselSmall,22.7,0,1,0
765,2011,0.00014471,Benzin,1546,65.0,177259.6455,nissan-note-2011-Benzin,0.698816568,nissan,BenzinSmall,16.9,1,0,0
766,2011,0.000138906,Benzin,1745,77.0,234617.3097,mazda-3-2011-Benzin,0.766883117,mazda,BenzinSmall,15.4,1,0,0
767,2011,0.000136972,Benzin,2030,132.0,523142.8571,audi-a5-2011-Benzin,0.766883117,audi,BenzinLarge,13.3,1,0,0
768,2011,0.000130781,Benzin,2420,150.0,661800.8342,audi-a6-2011-Benzin,0.968032787,audi,BenzinLarge,13.5,1,0,0
769,2011,0.000130007,Benzin,1820,80.0,177262.7737,hyundai-i30-2011-Benzin,0.698816568,hyundai,BenzinSmall,17.2,1,0,0
770,2011,0.00012962,Benzin,1375,118.0,347760.1668,mazda-5-2011-Benzin,0.843571429,mazda,BenzinSmall,14.5,1,0,0
771,2011,0.00012962,Diesel,2315,135.0,822177.268,bmw-x3-2011-Diesel,0.581005587,bmw,DieselLarge,16.7,0,1,0
772,2011,0.000126525,Benzin,1645,86.0,251712.2002,nissan-juke-2011-Benzin,0.707185629,nissan,BenzinSmall,16.7,1,0,0
773,2011,0.000116464,Diesel,1810,94.0,210007.2993,kia-venga-2011-Diesel,0.468468468,kia,DieselSmall,23.3,0,1,0
774,2011,0.000116078,Benzin,1922,88.0,218967.6747,peugeot-308-2011-Benzin,0.757051282,peugeot,BenzinLarge,15.6,1,0,0
775,2011,0.000109887,Benzin,2025,132.0,343249.2179,opel-insignia-2011-Benzin,0.89469697,opel,BenzinLarge,13.2,1,0,0
776,2011,0.000105244,Diesel,1540,70.0,152231.4911,mazda-2-2011-Diesel,0.43697479,mazda,DieselSmall,23.8,0,1,0
777,2011,0.000100987,Diesel,1970,77.0,250158.4984,seat-altea-2011-Diesel,0.468468468,seat,DieselSmall,22.2,0,1,0
778,2011,9.94e-05,Diesel,2120,100.0,312821.6893,hyundai-i40-2011-Diesel,0.446351931,hyundai,DieselLarge,23.3,0,1,0
779,2011,9.91e-05,Diesel,2020,70.0,236600.6257,opel-meriva-2011-Diesel,0.541666667,opel,DieselSmall,22.2,0,1,0
780,2011,9.63e-05,Benzin,1250,50.0,93838.37331,nissan-pixo-2011-Benzin,0.520264317,nissan,BenzinSmall,22.7,1,0,0
781,2011,9.32e-05,Benzin,2297,191.0,332637.122,skoda-superb-2011-Benzin,1.205102041,skoda,BenzinLarge,14.5,1,0,0
782,2011,8.82e-05,Diesel,1890,66.0,258298.2273,toyota-auris-2011-Diesel,0.541666667,toyota,DieselSmall,20.8,0,1,0
783,2011,8.63e-05,Diesel,1590,77.0,227573.5141,audi-a1-2011-Diesel,0.395437262,audi,DieselSmall,25.6,0,1,0
784,2011,7.43e-05,Diesel,1735,81.0,251712.2002,nissan-juke-2011-Diesel,0.530612245,nissan,DieselSmall,19.6,0,1,0
785,2011,7.2e-05,Diesel,2660,184.0,1800781.022,audi-a8-2011-Diesel,0.787878788,audi,DieselLarge,13.5,0,1,0
786,2011,7.08e-05,Benzin,2280,150.0,949088.634,audi-a7-2011-Benzin,0.9448,audi,BenzinLarge,12.2,1,0,0
787,2011,7e-05,Diesel,1820,77.0,224087.5912,seat-leon-2011-Diesel,0.395437262,seat,DieselSmall,23.8,0,1,0
788,2011,6.93e-05,Diesel,1710,55.0,208019.8123,fiat-qubo-2011-Diesel,0.45814978,fiat,DieselSmall,22.7,0,1,0
