,Year,Shares,Fuel,Weight (kg),Engine effect (kW),Prices (2015-DKK),key,kmL
857,2012,0.000898381,Diesel,1493,50.0,137466.3951,peugeot-206-2012-Diesel,25.0
858,2012,0.000869849,Benzin,1625,48.0,144042.7699,opel-corsa-2012-Benzin,19.6
859,2012,0.000833991,Benzin,1560,63.0,122197.556,kia-rio-2012-Benzin,20.8
860,2012,0.000805459,Benzin,2000,108.0,269162.9328,toyota-avensis-2012-Benzin,15.2
861,2012,0.000722946,Diesel,2290,120.0,400304.4807,ford-mondeo-2012-Diesel,17.9
862,2012,0.000716392,Benzin,1320,51.0,100344.1955,ford-ka-2012-Benzin,20.4
863,2012,0.000714849,Benzin,1290,55.0,82217.92261,seat-mii-2012-Benzin,22.2
864,2012,0.000650459,Diesel,1900,70.0,243787.169,ford-focus-2012-Diesel,23.8
865,2012,0.000620384,Benzin,1605,63.0,172099.7963,skoda-fabia-2012-Benzin,19.2
866,2012,0.000607661,Diesel,1580,50.0,135426.6802,peugeot-208-2012-Diesel,29.2
867,2012,0.000547511,Benzin,1250,50.0,86446.02851,suzuki-alto-2012-Benzin,24.4
868,2012,0.000535944,Benzin,1505,59.0,106914.4603,nissan-micra-2012-Benzin,20.0
869,2012,0.000534788,Diesel,2130,91.0,269162.9328,toyota-avensis-2012-Diesel,22.2
870,2012,0.000530932,Diesel,2100,150.0,321779.0224,peugeot-508-2012-Diesel,23.3
871,2012,0.000520521,Diesel,1640,55.0,122197.556,kia-rio-2012-Diesel,31.2
872,2012,0.000498158,Diesel,1970,82.0,234204.6843,peugeot-308-2012-Diesel,23.8
873,2012,0.000491218,Benzin,1485,50.0,112005.0916,suzuki-splash-2012-Benzin,21.3
874,2012,0.000491218,Benzin,1960,86.0,250501.0183,nissan-qashqai-2012-Benzin,16.9
875,2012,0.000476566,Diesel,1880,103.0,295314.664,audi-a3-2012-Diesel,22.7
876,2012,0.000464614,Diesel,2315,118.0,336226.0692,opel-insignia-2012-Diesel,19.6
877,2012,0.000444564,Diesel,1635,70.0,144042.7699,opel-corsa-2012-Diesel,27.8
878,2012,0.000433382,Benzin,1535,63.0,132376.7821,chevrolet-aveo-2012-Benzin,21.3
879,2012,0.000417959,Benzin,1530,60.0,135426.6802,peugeot-208-2012-Benzin,23.3
880,2012,0.000389042,Benzin,1485,62.0,148665.9878,mazda-2-2012-Benzin,20.0
881,2012,0.000380173,Diesel,2154,103.0,329936.8635,skoda-superb-2012-Diesel,22.7
882,2012,0.000370534,Benzin,1825,110.0,243787.169,ford-focus-2012-Benzin,19.6
883,2012,0.000358967,Benzin,1650,88.0,183289.2057,suzuki-sx4-2012-Benzin,16.1
884,2012,0.000350484,Diesel,1680,55.0,137374.7454,seat-ibiza-2012-Diesel,29.4
885,2012,0.000327736,Diesel,1995,77.0,212830.9572,skoda-octavia-2012-Diesel,16.7
886,2012,0.000322338,Benzin,2125,97.0,325871.6904,toyota-verso-2012-Benzin,14.3
887,2012,0.00031694,Diesel,1525,66.0,134417.5153,toyota-yaris-2012-Diesel,25.6
888,2012,0.000313855,Benzin,2180,88.0,778330.9572,audi-a4-2012-Benzin,14.1
889,2012,0.000309999,Diesel,1425,55.0,101731.1609,renault-twingo-2012-Diesel,29.4
890,2012,0.000307686,Diesel,2065,150.0,522220.9776,audi-a5-2012-Diesel,21.7
891,2012,0.000306915,Benzin,2030,74.0,252443.9919,opel-astra-2012-Benzin,16.4
892,2012,0.000306529,Diesel,2110,81.0,252443.9919,opel-astra-2012-Diesel,22.2
893,2012,0.000306144,Diesel,1743,68.0,151717.9226,peugeot-207-2012-Diesel,23.8
894,2012,0.000301902,Diesel,1920,85.0,198572.3014,kia-ceed-2012-Diesel,22.2
895,2012,0.000295733,Diesel,2430,176.0,637265.7841,audi-q5-2012-Diesel,14.7
896,2012,0.000277611,Diesel,2260,93.0,203661.9145,toyota-verso-2012-Diesel,18.9
897,2012,0.000274912,Diesel,1540,70.0,126887.9837,ford-fiesta-2012-Diesel,25.0
898,2012,0.000271057,Benzin,1360,55.0,101731.1609,renault-twingo-2012-Benzin,22.2
899,2012,0.0002699,Benzin,1940,90.0,212830.9572,skoda-octavia-2012-Benzin,17.2
900,2012,0.000259875,Diesel,1674,66.0,172099.7963,skoda-fabia-2012-Diesel,23.8
901,2012,0.000256791,Diesel,2505,120.0,496894.0937,ford-galaxy-2012-Diesel,17.9
902,2012,0.000250621,Benzin,1500,44.0,137374.7454,seat-ibiza-2012-Benzin,18.9
903,2012,0.000249079,Benzin,1590,51.0,132372.7088,fiat-punto-2012-Benzin,19.2
904,2012,0.000217077,Diesel,2200,84.0,446743.3809,volvo-v60-2012-Diesel,17.5
905,2012,0.000215534,Benzin,1955,114.0,315682.2811,mazda-6-2012-Benzin,14.5
906,2012,0.000207437,Benzin,1790,104.0,223930.7536,honda-civic-2012-Benzin,16.4
907,2012,0.000205124,Benzin,2120,220.0,650956.2118,audi-a6-2012-Benzin,13.5
908,2012,0.000201268,Diesel,3265,180.0,1090632.383,audi-q7-2012-Diesel,13.5
909,2012,0.000192015,Benzin,1610,73.0,180138.4929,honda-jazz-2012-Benzin,18.2
910,2012,0.000186231,Benzin,1546,65.0,152739.3075,nissan-note-2012-Benzin,16.9
911,2012,0.00018546,Diesel,2030,82.0,283084.5214,peugeot-3008-2012-Diesel,19.2
912,2012,0.000177748,Benzin,1824,104.0,203664.9695,chevrolet-cruze-2012-Benzin,15.2
913,2012,0.000177748,Benzin,2235,125.0,522220.9776,audi-a5-2012-Benzin,12.3
914,2012,0.000166181,Diesel,2505,158.0,747562.1181,volvo-xc60-2012-Diesel,14.7
915,2012,0.000163868,Diesel,2395,150.0,932264.7658,audi-a7-2012-Diesel,15.6
916,2012,0.000162326,Benzin,1750,97.0,229113.0346,toyota-auris-2012-Benzin,16.9
917,2012,0.000156928,Benzin,1418,54.0,137466.3951,peugeot-206-2012-Benzin,16.7
918,2012,0.000156542,Diesel,2032,95.0,315682.2811,mazda-6-2012-Diesel,19.6
919,2012,0.000154229,Benzin,1640,63.0,236355.3971,audi-a1-2012-Benzin,16.9
920,2012,0.000145746,Diesel,1655,77.0,236355.3971,audi-a1-2012-Diesel,26.3
921,2012,0.000143047,Diesel,2080,100.0,366592.668,hyundai-i40-2012-Diesel,17.9
922,2012,0.00014189,Benzin,1930,88.0,246336.0489,opel-meriva-2012-Benzin,16.4
923,2012,0.000141505,Benzin,1720,73.2,188383.9104,hyundai-i30-2012-Benzin,17.9
924,2012,0.000135721,Diesel,2045,130.0,481645.6212,audi-q3-2012-Diesel,16.9
925,2012,0.000130709,Benzin,1820,73.2,198572.3014,kia-ceed-2012-Benzin,17.2
926,2012,0.000126467,Diesel,2240,120.0,534625.2546,volvo-v70-2012-Diesel,17.5
927,2012,0.000116443,Diesel,2140,120.0,504071.2831,bmw-x1-2012-Diesel,15.9
928,2012,0.000112972,Diesel,1993,120.0,203664.9695,chevrolet-cruze-2012-Diesel,17.9
929,2012,0.000109117,Benzin,1465,70.0,157837.0672,mitsubishi-colt-2012-Benzin,18.5
930,2012,0.000234042,Diesel,2050,70.0,361201.6293,ford-c-max-2012-Diesel,22.7
931,2012,0.000102562,Diesel,2291,120.0,325865.5804,chevrolet-orlando-2012-Diesel,14.3
932,2012,9.6e-05,Benzin,1692,63.0,192463.3401,skoda-roomster-2012-Benzin,18.9
933,2012,9.22e-05,Benzin,2295,245.0,1058152.749,audi-s5-2012-Benzin,11.7
934,2012,9.22e-05,Diesel,1900,84.0,363545.8248,volvo-v50-2012-Diesel,26.3
935,2012,8.98e-05,Diesel,1760,66.0,229113.0346,toyota-auris-2012-Diesel,19.2
936,2012,8.44e-05,Diesel,1610,66.0,152739.3075,nissan-note-2012-Diesel,23.8
937,2012,7.29e-05,Diesel,1845,105.0,338478.6151,mini-cooper-2012-Diesel,19.6
938,2012,7.25e-05,Diesel,1910,110.0,223930.7536,honda-civic-2012-Diesel,22.7
939,2012,6.98e-05,Benzin,1735,118.0,295314.664,audi-a3-2012-Benzin,18.2
940,2012,6.98e-05,Benzin,1710,91.5,224030.5499,kia-venga-2012-Benzin,17.9
941,2012,6.82e-05,Diesel,1705,62.0,132372.7088,fiat-punto-2012-Diesel,28.6
942,2012,6.63e-05,Benzin,1984,115.0,234204.6843,peugeot-308-2012-Benzin,14.5
943,2012,6.55e-05,Benzin,1745,77.0,229122.1996,mazda-3-2012-Benzin,15.6
944,2012,6.48e-05,Diesel,1800,66.0,224030.5499,kia-venga-2012-Diesel,23.3
945,2012,6.28e-05,Diesel,1560,55.0,132372.7088,suzuki-swift-2012-Diesel,24.4
946,2012,6.25e-05,Benzin,1860,86.0,237262.7291,nissan-juke-2012-Benzin,15.9
947,2012,6.17e-05,Diesel,1830,85.0,229122.1996,mazda-3-2012-Diesel,23.3
948,2012,6.09e-05,Benzin,2490,103.0,336226.0692,opel-insignia-2012-Benzin,17.5
949,2012,5.75e-05,Benzin,2015,115.0,429023.4216,honda-accord-2012-Benzin,13.7
950,2012,5.71e-05,Benzin,2200,107.0,400304.4807,ford-mondeo-2012-Benzin,14.7
951,2012,5.17e-05,Benzin,2580,397.0,1386080.448,audi-s6-2012-Benzin,10.3
952,2012,4.94e-05,Diesel,1800,70.0,246336.0489,opel-meriva-2012-Diesel,24.4
953,2012,4.82e-05,Diesel,2660,184.0,1567171.079,audi-a8-2012-Diesel,13.5
954,2012,4.36e-05,Diesel,1635,55.0,112014.2566,hyundai-i20-2012-Diesel,27.8
955,2012,4.24e-05,Benzin,2165,155.0,481645.6212,audi-q3-2012-Benzin,13.7
956,2012,4.01e-05,Benzin,2096,118.0,329936.8635,skoda-superb-2012-Benzin,14.7
957,2012,3.89e-05,Benzin,2330,155.0,637265.7841,audi-q5-2012-Benzin,12.3
958,2012,3.66e-05,Diesel,1800,57.0,229115.0713,hyundai-ix20-2012-Diesel,23.3
959,2012,3.59e-05,Benzin,2255,245.0,1008168.024,audi-s4-2012-Benzin,11.9
960,2012,2.7e-05,Benzin,1675,90.0,338478.6151,mini-cooper-2012-Benzin,15.6
961,2012,2.62e-05,Diesel,1820,77.0,256518.3299,seat-leon-2012-Diesel,23.8
962,2012,2.54e-05,Benzin,2555,309.0,1689110.998,audi-s7-2012-Benzin,10.4
963,2012,2.51e-05,Benzin,1980,99.0,366592.668,hyundai-i40-2012-Benzin,13.9
964,2012,2.47e-05,Benzin,1690,54.0,142557.0265,fiat-qubo-2012-Benzin,15.2
965,2012,2.35e-05,Diesel,1735,81.0,237262.7291,nissan-juke-2012-Diesel,20.4
966,2012,2.31e-05,Benzin,2080,115.0,321779.0224,peugeot-508-2012-Benzin,15.9
967,2012,2.24e-05,Benzin,1865,386.0,2524829.939,audi-r8-2012-Benzin,7.0
968,2012,2.12e-05,Diesel,2080,77.0,243381.8737,skoda-yeti-2012-Diesel,21.7
969,2012,1.85e-05,Benzin,2575,382.0,2381165.988,audi-s8-2012-Benzin,9.9
970,2012,1.74e-05,Benzin,2190,132.0,534625.2546,volvo-v70-2012-Benzin,11.1
971,2012,1.58e-05,Benzin,2310,132.0,446743.3809,volvo-v60-2012-Benzin,13.9
972,2012,1.35e-05,Benzin,2395,228.0,932264.7658,audi-a7-2012-Benzin,12.2
973,2012,0.000539029,Diesel,2505,103.0,460338.0855,ford-s-max-2012-Diesel,17.9
974,2012,0.000211679,Benzin,2050,114.0,346231.1609,honda-cr-v-2012-Benzin,11.9
975,2012,0.000176977,Diesel,2840,176.0,2632087.576,porsche-cayenne-2012-Diesel,13.9
976,2012,0.000256405,Benzin,2500,220.0,3060828.921,porsche-panamera-2012-Benzin,10.5
977,2012,8.64e-05,El,2023,50.0,218839.1039,renault-fluence-2012-El,185.0
978,2012,2.39e-05,Diesel,2370,125.0,516194.501,seat-alhambra-2012-Diesel,17.2
979,2012,1.62e-05,Benzin,1635,63.0,188391.0387,skoda-rapid-2012-Benzin,20.4
980,2012,1.35e-05,Diesel,2190,120.0,619253.5642,volvo-s80-2012-Diesel,16.7
981,2013,2.3e-05,Benzin,2410,412.0,2006767.677,bmw-m5-2013-Benzin,10.1
982,2013,2.91e-05,Benzin,2410,412.0,2682219.192,bmw-m6-2013-Benzin,9.7
983,2013,0.000197862,Diesel,2900,180.0,1133127.273,bmw-x5-2013-Diesel,13.3
984,2013,1.61e-05,Diesel,2060,110.0,439391.9192,honda-accord-2013-Diesel,15.6
985,2013,4.41e-05,Diesel,2360,202.0,954545.4545,jaguar-xf-2013-Diesel,16.4
986,2013,0.001729377,Benzin,1190,50.0,100998.9899,citron-c1-2013-Benzin,23.3
987,2013,0.000694051,Benzin,1511,60.0,151505.0505,citron-c3-2013-Benzin,23.3
988,2013,0.000353928,Diesel,1581,50.0,156556.5657,citron-c3-2013-Diesel,27.8
989,2013,0.000439822,Diesel,1820,68.0,222214.1414,citron-c4-2013-Diesel,26.3
990,2013,0.000180223,Benzin,1496,60.0,222214.1414,citron-ds3-2013-Benzin,22.2
991,2013,0.000480851,Diesel,2150,85.0,350493.9394,citron-grand-c4-picasso-2013-Diesel,25.0
992,2013,0.000182524,Benzin,1760,74.0,245859.596,ford-b-max-2013-Benzin,20.4
993,2013,0.000207832,Benzin,1900,134.0,273547.4747,ford-c-max-2013-Benzin,19.6
994,2013,0.000330537,Diesel,2505,147.0,505908.0808,ford-s-max-2013-Diesel,16.7
995,2013,0.002459089,Benzin,1290,44.0,87878.78788,skoda-citigo-2013-Benzin,24.4
996,2013,0.002414225,Benzin,1190,50.0,80794.94949,toyota-aygo-2013-Benzin,23.3
997,2013,0.001902698,Benzin,1190,50.0,81809.09091,peugeot-107-2013-Benzin,23.3
998,2013,0.001867037,Benzin,1530,60.0,131303.0303,peugeot-208-2013-Benzin,23.3
999,2013,0.001853616,Diesel,2485,150.0,625158.5859,audi-a6-2013-Diesel,15.6
1000,2013,0.001830992,Benzin,1495,48.0,121168.6869,ford-fiesta-2013-Benzin,23.3
1001,2013,0.001797248,Benzin,1340,62.5,87876.76768,kia-picanto-2013-Benzin,24.4
1002,2013,0.001487801,Benzin,1320,51.0,99939.39394,ford-ka-2013-Benzin,20.4
1003,2013,0.001477064,Diesel,2105,130.0,446411.1111,audi-a4-2013-Diesel,18.2
1004,2013,0.001381968,Diesel,1930,96.0,314131.3131,nissan-qashqai-2013-Diesel,22.2
1005,2013,0.001173369,Benzin,1305,51.0,121202.0202,fiat-500-2013-Benzin,21.3
1006,2013,0.001149595,Benzin,1560,62.5,121210.101,kia-rio-2013-Benzin,21.3
1007,2013,0.001120835,Benzin,1430,51.0,132325.2525,toyota-yaris-2013-Benzin,20.8
1008,2013,0.001090543,Benzin,1515,62.5,116157.5758,hyundai-i20-2013-Benzin,20.4
1009,2013,0.001047596,Benzin,2072,86.0,314131.3131,nissan-qashqai-2013-Benzin,16.9
1010,2013,0.000988927,Benzin,1290,55.0,81553.53535,seat-mii-2013-Benzin,24.4
1011,2013,0.00094368,Benzin,1367,60.0,75655.55556,chevrolet-spark-2013-Benzin,20.0
1012,2013,0.000783396,Benzin,1806,132.0,201008.0808,skoda-octavia-2013-Benzin,18.8
1013,2013,0.000780329,Benzin,1570,63.0,160607.0707,skoda-fabia-2013-Benzin,19.2
1014,2013,0.000774577,Benzin,1565,63.0,121205.0505,opel-corsa-2013-Benzin,18.9
1015,2013,0.000756938,Benzin,1360,55.0,75657.57576,renault-twingo-2013-Benzin,22.2
1016,2013,0.000733164,Diesel,1920,77.0,292932.3232,audi-a3-2013-Diesel,23.8
1017,2013,0.000725495,Benzin,1410,63.0,90904.0404,hyundai-i10-2013-Benzin,21.7
1018,2013,0.000717442,Diesel,2530,230.0,606290.9091,audi-q5-2013-Diesel,15.6
1019,2013,0.0006883,Diesel,1810,81.0,202014.1414,hyundai-i30-2013-Diesel,27.0
1020,2013,0.000677946,Benzin,1480,69.0,126252.5253,suzuki-swift-2013-Benzin,17.9
1021,2013,0.000648037,Diesel,1900,77.0,201008.0808,skoda-octavia-2013-Diesel,26.3
1022,2013,0.000549106,Benzin,1815,97.0,237365.6566,toyota-auris-2013-Benzin,17.9
1023,2013,0.000536835,Benzin,1485,50.0,101001.0101,suzuki-splash-2013-Benzin,21.3
1024,2013,0.000511911,Diesel,1920,94.0,191917.1717,kia-ceed-2013-Diesel,27.0
1025,2013,0.000506542,Benzin,1542,63.0,131311.1111,chevrolet-aveo-2013-Benzin,21.3
1026,2013,0.00049964,Diesel,2290,103.0,423638.3838,ford-mondeo-2013-Diesel,17.9
1027,2013,0.000498107,Benzin,1425,59.0,116151.5152,nissan-micra-2013-Benzin,20.0
1028,2013,0.000483152,Benzin,2000,108.0,289786.8687,toyota-avensis-2013-Benzin,15.4
1029,2013,0.000480084,Diesel,1890,84.0,303676.7677,volvo-v40-2013-Diesel,19.2
1030,2013,0.000451709,Benzin,1900,74.0,222210.101,ford-focus-2013-Benzin,16.9
1031,2013,0.000449408,Benzin,1455,48.0,81743.43434,fiat-panda-2013-Benzin,23.8
1032,2013,0.000132675,Benzin,2100,114.0,357574.7475,honda-cr-v-2013-Benzin,13.9
1033,2013,0.000427551,Benzin,1250,50.0,90898.9899,suzuki-alto-2013-Benzin,24.4
1034,2013,0.000424867,Diesel,2300,120.0,302928.2828,opel-insignia-2013-Diesel,16.9
1035,2013,0.000401476,Benzin,1650,88.0,151504.0404,suzuki-sx4-2013-Benzin,16.1
1036,2013,0.000380003,Benzin,1935,121.0,303027.2727,mazda-6-2013-Benzin,16.7
1037,2013,0.000375401,Diesel,1800,82.0,202012.1212,peugeot-308-2013-Diesel,22.7
1038,2013,0.000355078,Benzin,2125,108.0,249874.7475,toyota-verso-2013-Benzin,14.7
1039,2013,0.000345875,Benzin,1820,73.2,191917.1717,kia-ceed-2013-Benzin,15.6
1040,2013,0.000319034,Diesel,2105,103.0,382820.202,peugeot-508-2013-Diesel,20.8
1041,2013,0.000297177,Diesel,1680,66.0,116062.6263,seat-ibiza-2013-Diesel,23.8
1042,2013,0.000295643,Benzin,1470,51.0,151507.0707,opel-adam-2013-Benzin,20.0
1043,2013,0.000291808,Diesel,1580,68.0,131303.0303,peugeot-208-2013-Diesel,26.3
1044,2013,0.000290658,Diesel,1565,70.0,121168.6869,ford-fiesta-2013-Diesel,30.3
1045,2013,0.000288357,Benzin,1795,103.0,292932.3232,audi-a3-2013-Benzin,16.7
1046,2013,0.000287207,Diesel,1900,77.0,222210.101,ford-focus-2013-Diesel,29.4
1047,2013,0.00028644,Benzin,1960,103.0,212018.1818,opel-astra-2013-Benzin,17.9
1048,2013,0.000286057,Diesel,2260,91.0,249874.7475,toyota-verso-2013-Diesel,20.4
1049,2013,0.000274553,Benzin,1485,62.0,146462.6263,mazda-2-2013-Benzin,20.0
1050,2013,0.000273403,Diesel,2109,125.0,383838.3838,skoda-superb-2013-Diesel,16.7
1051,2013,0.000267267,Diesel,1635,70.0,121205.0505,opel-corsa-2013-Diesel,27.8
1052,2013,0.000263816,Benzin,1510,59.0,151505.0505,nissan-note-2013-Benzin,14.7
1053,2013,0.000258064,Diesel,2130,91.0,289786.8687,toyota-avensis-2013-Diesel,15.6
1054,2013,0.000256914,Diesel,2120,85.0,277775.7576,hyundai-i40-2013-Diesel,23.3
1055,2013,0.000238125,Benzin,1658,66.0,166566.6667,renault-captur-2013-Benzin,18.5
1056,2013,0.000230839,Diesel,1690,55.0,121210.101,kia-rio-2013-Diesel,27.8
1057,2013,0.000227005,Diesel,2245,110.0,526836.3636,audi-a5-2013-Diesel,20.8
1058,2013,0.000220102,Benzin,1635,90.0,196969.697,skoda-rapid-2013-Benzin,18.5
1059,2013,0.000214351,Diesel,2505,100.0,725257.5758,volvo-xc60-2013-Diesel,15.6
1060,2013,0.000213967,Benzin,1582,60.0,191910.101,peugeot-2008-2013-Benzin,20.4
1061,2013,0.000209366,Benzin,1800,88.0,198373.7374,mazda-3-2013-Benzin,19.6
1062,2013,0.000202847,Benzin,1540,44.0,116062.6263,seat-ibiza-2013-Benzin,18.2
1063,2013,0.000198246,Diesel,1915,66.0,237365.6566,toyota-auris-2013-Diesel,23.8
1064,2013,0.00019211,Benzin,1905,104.0,207065.6566,chevrolet-cruze-2013-Benzin,15.6
1065,2013,0.000188659,Benzin,1610,73.0,174747.4747,honda-jazz-2013-Benzin,18.2
1066,2013,0.000188276,Diesel,1674,55.0,160607.0707,skoda-fabia-2013-Diesel,23.8
1067,2013,0.000187125,Benzin,2020,88.0,446411.1111,audi-a4-2013-Benzin,16.6
1068,2013,0.000184441,Benzin,1720,104.0,211109.0909,honda-civic-2013-Benzin,16.4
1069,2013,0.000176772,Diesel,2200,100.0,476770.7071,volvo-v60-2013-Diesel,17.5
1070,2013,0.000176005,Diesel,2090,110.0,303027.2727,mazda-6-2013-Diesel,20.8
1071,2013,0.000162968,Diesel,1903,66.0,151505.0505,dacia-lodgy-2013-Diesel,23.8
1072,2013,0.000159133,Diesel,1729,66.0,166566.6667,renault-captur-2013-Diesel,27.8
1073,2013,0.000152998,Diesel,1425,55.0,75657.57576,renault-twingo-2013-Diesel,30.3
1074,2013,0.000150314,Benzin,1720,99.0,202014.1414,hyundai-i30-2013-Benzin,20.0
1075,2013,0.000147246,Diesel,2410,230.0,607068.6869,bmw-x3-2013-Diesel,17.9
1076,2013,0.000146096,Diesel,2030,84.0,290900.0,peugeot-3008-2013-Diesel,23.8
1077,2013,0.000142261,Diesel,2310,100.0,570712.1212,volvo-v70-2013-Diesel,19.6
1078,2013,0.000137276,Benzin,2580,412.0,1374885.859,audi-s6-2013-Benzin,10.3
1079,2013,0.000135359,Benzin,1840,103.0,247377.7778,seat-leon-2013-Benzin,19.2
1080,2013,0.000134592,Diesel,1635,55.0,116157.5758,hyundai-i20-2013-Diesel,31.3
1081,2013,0.000133058,Diesel,1655,77.0,246292.9293,audi-a1-2013-Diesel,24.4
1082,2013,0.000132675,Diesel,1615,66.0,151505.0505,nissan-note-2013-Diesel,27.8
1083,2013,0.000130374,Diesel,2120,105.0,466664.6465,bmw-x1-2013-Diesel,18.2
1084,2013,0.000128074,Diesel,2120,92.0,212018.1818,opel-astra-2013-Diesel,25.0
1085,2013,0.000128074,Benzin,1615,63.0,246292.9293,audi-a1-2013-Benzin,18.5
1086,2013,0.000126156,Diesel,1790,77.0,247377.7778,seat-leon-2013-Diesel,25.6
1087,2013,0.000123856,Diesel,2460,180.0,937855.5556,audi-a7-2013-Diesel,16.7
1088,2013,0.000123472,Diesel,1525,66.0,132325.2525,toyota-yaris-2013-Diesel,25.6
1089,2013,0.000122705,Benzin,1530,55.0,201012.1212,mini-one-2013-Benzin,18.5
1090,2013,0.000115036,Benzin,1910,110.0,303676.7677,volvo-v40-2013-Benzin,18.5
1091,2013,0.000110818,Benzin,2040,125.0,526836.3636,audi-a5-2013-Benzin,17.2
1092,2013,0.000108901,Benzin,1615,77.0,171619.1919,seat-toledo-2013-Benzin,19.6
1093,2013,0.000103916,Diesel,1684,68.0,191910.101,peugeot-2008-2013-Diesel,25.0
1094,2013,9.78e-05,Diesel,1993,120.0,207065.6566,chevrolet-cruze-2013-Diesel,20.8
1095,2013,9.7e-05,Diesel,2185,103.0,484564.6465,audi-q3-2013-Diesel,19.2
1096,2013,9.24e-05,Benzin,1905,74.0,191907.0707,opel-meriva-2013-Benzin,13.9
1097,2013,8.97e-05,Benzin,1710,66.2,161614.1414,kia-venga-2013-Benzin,17.9
1098,2013,8.51e-05,Benzin,2260,132.0,625158.5859,audi-a6-2013-Benzin,12.2
1099,2013,8.36e-05,Diesel,1765,81.0,227262.6263,nissan-juke-2013-Diesel,20.4
1100,2013,8.28e-05,Benzin,1645,86.0,227262.6263,nissan-juke-2013-Benzin,14.5
1101,2013,8.13e-05,Benzin,2295,331.0,1054697.98,audi-s5-2013-Benzin,12.3
1102,2013,7.98e-05,Benzin,1692,77.0,180808.0808,skoda-roomster-2013-Benzin,17.5
1103,2013,7.29e-05,Diesel,1620,82.0,258082.8283,mini-cooper-2013-Diesel,26.3
1104,2013,7.09e-05,Diesel,1870,88.0,211109.0909,honda-civic-2013-Diesel,27.0
1105,2013,6.79e-05,Benzin,1885,90.0,334345.4545,skoda-yeti-2013-Benzin,15.6
1106,2013,6.63e-05,Benzin,1815,92.0,202012.1212,peugeot-308-2013-Benzin,17.9
1107,2013,5.02e-05,Diesel,2230,120.0,419088.8889,ford-kuga-2013-Diesel,18.9
1108,2013,4.95e-05,Benzin,2140,103.0,302928.2828,opel-insignia-2013-Benzin,17.5
1109,2013,4.91e-05,Benzin,2320,103.0,340408.0808,opel-zafira-2013-Benzin,14.3
1110,2013,4.75e-05,Diesel,2135,91.0,486753.5354,toyota-rav4-2013-Diesel,20.4
1111,2013,4.52e-05,Diesel,1590,55.0,106050.5051,dacia-sandero-2013-Diesel,26.3
1112,2013,4.49e-05,Diesel,1800,66.0,161614.1414,kia-venga-2013-Diesel,23.3
1113,2013,4.26e-05,Benzin,1789,85.0,222123.2323,opel-mokka-2013-Benzin,15.4
1114,2013,3.83e-05,Diesel,1743,68.0,240391.9192,peugeot-207-2013-Diesel,23.8
1115,2013,3.8e-05,Benzin,1540,90.0,258082.8283,mini-cooper-2013-Benzin,18.5
1116,2013,3.64e-05,Benzin,1800,60.5,151505.0505,dacia-lodgy-2013-Benzin,14.3
1117,2013,3.6e-05,Diesel,1647,55.0,131311.1111,chevrolet-aveo-2013-Diesel,26.3
1118,2013,3.41e-05,Benzin,2555,309.0,1675461.616,audi-s7-2013-Benzin,10.4
1119,2013,3.3e-05,Benzin,2320,331.0,1000021.212,audi-s4-2013-Benzin,11.9
1120,2013,3.22e-05,Benzin,1690,54.0,136354.5455,fiat-qubo-2013-Benzin,15.2
1121,2013,3.18e-05,Benzin,2330,165.0,606290.9091,audi-q5-2013-Benzin,11.8
1122,2013,3.14e-05,Diesel,1858,96.0,222123.2323,opel-mokka-2013-Diesel,22.2
1123,2013,2.99e-05,Diesel,1710,55.0,136354.5455,fiat-qubo-2013-Diesel,24.4
1124,2013,2.91e-05,Diesel,2110,100.0,431319.1919,volvo-s60-2013-Diesel,23.3
1125,2013,2.88e-05,Diesel,1830,85.0,198373.7374,mazda-3-2013-Diesel,24.4
1126,2013,2.61e-05,Benzin,2015,110.0,379698.9899,subaru-forester-2013-Benzin,14.5
1127,2013,2.45e-05,Benzin,1985,404.0,2867085.859,audi-r8-2013-Benzin,7.8
1128,2013,2.26e-05,Benzin,2300,176.0,423638.3838,ford-mondeo-2013-Benzin,13.0
1129,2013,2.26e-05,Benzin,2575,382.0,2361924.242,audi-s8-2013-Benzin,9.9
1130,2013,2.19e-05,Diesel,1725,77.0,196969.697,skoda-rapid-2013-Diesel,25.6
1131,2013,2.15e-05,Benzin,2030,99.0,277775.7576,hyundai-i40-2013-Benzin,16.7
1132,2013,2.03e-05,Benzin,1500,55.0,106050.5051,dacia-sandero-2013-Benzin,17.2
1133,2013,1.99e-05,Diesel,1800,57.0,227266.6667,hyundai-ix20-2013-Diesel,23.3
1134,2013,1.57e-05,Diesel,1780,84.0,313542.4242,volvo-c30-2013-Diesel,27.8
1135,2013,1.19e-05,Diesel,2200,120.0,611113.1313,volvo-s80-2013-Diesel,17.9
1136,2013,1.73e-05,Benzin,2110,103.0,424140.404,opel-cascada-2013-Benzin,15.9
1137,2013,0.000115,Diesel,2840,180.0,1942030.303,porsche-cayenne-2013-Diesel,13.9
1138,2013,7.29e-05,Diesel,2500,184.0,3689853.535,porsche-panamera-2013-Diesel,15.4
1139,2013,1.65e-05,Diesel,2530,130.0,550508.0808,seat-alhambra-2013-Diesel,16.9
1140,2013,6.02e-05,El,2590,69.0,849090.9091,tesla-model-s-2013-El,500.0
1141,2014,5.3e-05,Diesel,2030,135.0,503516.0643,bmw-x1-2014-Diesel,20.0
